Projeto,Escola/Site,Tipo,Modelo,Dispositivo,MAC,Status,Mbps
SEDUC,43005047 - EEIEF FUN KA AGUY MIRI,📡 AP,NWA55AXE,AP OUTDOOR,B8:EC:A3:E1:7E:8B,ONLINE,15.0
SEDUC,43005047 - EEIEF FUN KA AGUY MIRI,🛡️ Firewall,USG FLEX 200,FIREWALL ,F4:4D:5C:9B:4B:5D,ONLINE,15.0
SEDUC,43130283 - EEEF JOSE PEREIRA DA ROCHA,🛡️ Firewall,USG FLEX 200,Firewall,70:49:A2:07:D8:6E,ONLINE,15.0
SEDUC,43130283 - EEEF JOSE PEREIRA DA ROCHA,📡 AP,WAX610D,AP 02,70:49:A2:01:D3:51,ONLINE,15.0
SEDUC,43130283 - EEEF JOSE PEREIRA DA ROCHA,📡 AP,NWA55AXE,AP OUTDOOR,D4:3D:F3:FF:38:59,ONLINE,15.0
SEDUC,43130283 - EEEF JOSE PEREIRA DA ROCHA,📡 AP,WAX610D,AP 04,70:49:A2:01:D5:55,ONLINE,15.0
SEDUC,43130283 - EEEF JOSE PEREIRA DA ROCHA,📡 AP,WAX610D,AP 01,70:49:A2:01:D9:E1,ONLINE,15.0
SEDUC,43130283 - EEEF JOSE PEREIRA DA ROCHA,📡 AP,WAX610D,AP 03,70:49:A2:01:D6:C9,ONLINE,15.0
SEDUC,43130283 - EEEF JOSE PEREIRA DA ROCHA,🔌 Switch,GS2220-28HP,Switch,FC:22:F4:DC:A6:12,ONLINE,15.0
SEDUC,43156169 - EEEF JOSE ANTONIO ROLIM,📡 AP,NWA55AXE,AP OUTDOOR,D4:3D:F3:FF:35:47,ONLINE,15.0
SEDUC,43156169 - EEEF JOSE ANTONIO ROLIM,📡 AP,WAX610D,AP 01,70:49:A2:01:D9:49,ONLINE,15.0
SEDUC,43156169 - EEEF JOSE ANTONIO ROLIM,📡 AP,WAX610D,AP 03,70:49:A2:01:D5:ED,ONLINE,15.0
SEDUC,43156169 - EEEF JOSE ANTONIO ROLIM,🛡️ Firewall,USG FLEX 200,Firewall,70:49:A2:07:D8:7C,ONLINE,15.0
SEDUC,43156169 - EEEF JOSE ANTONIO ROLIM,📡 AP,WAX610D,AP 02,70:49:A2:01:D7:E9,ONLINE,15.0
SEDUC,43156193 - EEEF NOSSA SENHORA APARECIDA,📡 AP,NWA55AXE,AP OUTDOOR,D4:3D:F3:FF:35:3E,ONLINE,15.0
SEDUC,43156193 - EEEF NOSSA SENHORA APARECIDA,📡 AP,WAX610D,AP 02,70:49:A2:01:D8:A9,ONLINE,15.0
SEDUC,43156193 - EEEF NOSSA SENHORA APARECIDA,🛡️ Firewall,USG FLEX 200,Firewall,70:49:A2:07:D4:07,ONLINE,15.0
SEDUC,43156193 - EEEF NOSSA SENHORA APARECIDA,📡 AP,WAX610D,AP 01,70:49:A2:01:D8:9D,ONLINE,15.0
SEDUC,43156193 - EEEF NOSSA SENHORA APARECIDA,📡 AP,WAX610D,AP 03,70:49:A2:01:D5:E1,ONLINE,15.0
SEDUC,43156878 - EEEF DOM JOSE BAREA,📡 AP,WAX610D,AP 06,70:49:A2:01:D2:71,ONLINE,15.0
SEDUC,43156878 - EEEF DOM JOSE BAREA,📡 AP,WAX610D,AP 01,70:49:A2:01:D7:0D,ONLINE,15.0
SEDUC,43156878 - EEEF DOM JOSE BAREA,📡 AP,WAX610D,AP 02,70:49:A2:01:D0:61,ONLINE,15.0
SEDUC,43156878 - EEEF DOM JOSE BAREA,🛡️ Firewall,USG FLEX 200,Firewall,70:49:A2:07:D4:62,ONLINE,15.0
SEDUC,43156878 - EEEF DOM JOSE BAREA,📡 AP,WAX610D,AP 07,70:49:A2:01:D1:45,ONLINE,15.0
SEDUC,43156878 - EEEF DOM JOSE BAREA,📡 AP,WAX610D,AP 03,70:49:A2:01:D5:B5,ONLINE,15.0
SEDUC,43156878 - EEEF DOM JOSE BAREA,📡 AP,WAX610D,AP 04,70:49:A2:01:D4:2D,ONLINE,15.0
SEDUC,43156878 - EEEF DOM JOSE BAREA,📡 AP,WAX610D,AP 08,70:49:A2:01:D2:05,ONLINE,15.0
SEDUC,43156878 - EEEF DOM JOSE BAREA,📡 AP,NWA55AXE,AP OUTDOOR,D4:3D:F3:FF:35:41,ONLINE,15.0
SEDUC,43156878 - EEEF DOM JOSE BAREA,📡 AP,WAX610D,AP 05,70:49:A2:01:CE:E5,ONLINE,15.0
SEDUC,43156878 - EEEF DOM JOSE BAREA,🔌 Switch,GS2220-28HP,Switch,FC:22:F4:DC:B8:78,ONLINE,15.0
SEDUC,43130348 - EEEF FELISBERTO LUIZ DE OLIVEIRA,📡 AP,WAX610D,AP 02,70:49:A2:01:D0:11,OFFLINE,0.0
SEDUC,43130348 - EEEF FELISBERTO LUIZ DE OLIVEIRA,📡 AP,WAX610D,AP 04,70:49:A2:01:D9:B1,OFFLINE,0.0
SEDUC,43130348 - EEEF FELISBERTO LUIZ DE OLIVEIRA,🛡️ Firewall,USG FLEX 200,Firewall,70:49:A2:07:D8:83,OFFLINE,0.0
SEDUC,43130348 - EEEF FELISBERTO LUIZ DE OLIVEIRA,📡 AP,WAX610D,AP 01,70:49:A2:01:D0:2D,OFFLINE,0.0
SEDUC,43130348 - EEEF FELISBERTO LUIZ DE OLIVEIRA,📡 AP,WAX610D,AP 03,70:49:A2:01:D8:09,OFFLINE,0.0
SEDUC,43130348 - EEEF FELISBERTO LUIZ DE OLIVEIRA,🔌 Switch,GS2220-28HP,Switch,FC:22:F4:DC:AE:A0,OFFLINE,0.0
SEDUC,43130348 - EEEF FELISBERTO LUIZ DE OLIVEIRA,📡 AP,WAX610D,AP 06,70:49:A2:01:D2:4D,OFFLINE,0.0
SEDUC,43130348 - EEEF FELISBERTO LUIZ DE OLIVEIRA,📡 AP,NWA55AXE,AP OUTDOOR,D4:3D:F3:FF:38:5C,OFFLINE,0.0
SEDUC,43130348 - EEEF FELISBERTO LUIZ DE OLIVEIRA,📡 AP,WAX610D,AP 05,70:49:A2:01:CF:39,OFFLINE,0.0
SEDUC,43001254 - EEIEF PINDO POTY,🛡️ Firewall,USG FLEX 200,Firewall,F4:4D:5C:A2:26:36,ONLINE,15.0
SEDUC,43001254 - EEIEF PINDO POTY,📡 AP,NWA55AXE,AP OUTDOOR,B8:EC:A3:E2:E4:C4,ONLINE,15.0
SEDUC,43106633 - EEEM PROF JULIO GRAU,📡 AP,WAX610D,AP08,F4:4D:5C:96:E7:A3,ONLINE,15.0
SEDUC,43106633 - EEEM PROF JULIO GRAU,🔌 Switch,GS2220-28HP,SWITCH JULIO GRAU,70:49:A2:00:8C:6D,ONLINE,15.0
SEDUC,43106633 - EEEM PROF JULIO GRAU,📡 AP,WAX610D,AP03,F4:4D:5C:97:51:83,ONLINE,15.0
SEDUC,43106633 - EEEM PROF JULIO GRAU,🛡️ Firewall,USG FLEX 200,FIREWALL JULIO GRAU,F4:4D:5C:9B:4F:CB,ONLINE,15.0
SEDUC,43106633 - EEEM PROF JULIO GRAU,📡 AP,WAX610D,AP06,F4:4D:5C:97:50:8F,ONLINE,15.0
SEDUC,43106633 - EEEM PROF JULIO GRAU,📡 AP,WAX610D,AP05,F4:4D:5C:97:4E:87,ONLINE,15.0
SEDUC,43106633 - EEEM PROF JULIO GRAU,📡 AP,WAX610D,AP09,F4:4D:5C:96:E7:87,ONLINE,15.0
SEDUC,43106633 - EEEM PROF JULIO GRAU,📡 AP,WAX610D,AP02,F4:4D:5C:97:4E:A7,ONLINE,15.0
SEDUC,43106633 - EEEM PROF JULIO GRAU,📡 AP,WAX610D,AP04,F4:4D:5C:97:4F:FB,ONLINE,15.0
SEDUC,43106633 - EEEM PROF JULIO GRAU,📡 AP,WAX610D,AP01,F4:4D:5C:97:4E:93,ONLINE,15.0
SEDUC,43106633 - EEEM PROF JULIO GRAU,📡 AP,WAX610D,AP07 - Direção,F4:4D:5C:96:E7:C3,ONLINE,15.0
SEDUC,43106633 - EEEM PROF JULIO GRAU,📡 AP,WAX610D,AP11,F4:4D:5C:97:4F:DF,ONLINE,15.0
SEDUC,43106633 - EEEM PROF JULIO GRAU,📡 AP,NWA55AXE,AP12 - OUTDOOR,B8:EC:A3:E1:7F:E1,ONLINE,15.0
SEDUC,43106633 - EEEM PROF JULIO GRAU,📡 AP,WAX610D,AP10,F4:4D:5C:96:EB:D7,ONLINE,15.0
SEDUC,43156223 - EEEF N SRA DA GLORIA,📡 AP,NWA55AXE,AP OUTDOOR,D4:3D:F3:FF:35:4D,ONLINE,15.0
SEDUC,43156223 - EEEF N SRA DA GLORIA,🔌 Switch,GS2220-28HP,Switch,FC:22:F4:DC:B7:4C,ONLINE,15.0
SEDUC,43156223 - EEEF N SRA DA GLORIA,📡 AP,WAX610D,AP 04,70:49:A2:01:D0:55,ONLINE,15.0
SEDUC,43156223 - EEEF N SRA DA GLORIA,📡 AP,WAX610D,AP 01,70:49:A2:01:D1:1D,ONLINE,15.0
SEDUC,43156223 - EEEF N SRA DA GLORIA,📡 AP,WAX610D,AP 05,70:49:A2:01:D8:7D,ONLINE,15.0
SEDUC,43156223 - EEEF N SRA DA GLORIA,📡 AP,WAX610D,AP 02,70:49:A2:01:D6:1D,ONLINE,15.0
SEDUC,43156223 - EEEF N SRA DA GLORIA,🛡️ Firewall,USG FLEX 200,Firewall,F4:4D:5C:A2:26:BB,ONLINE,15.0
SEDUC,43156223 - EEEF N SRA DA GLORIA,📡 AP,WAX610D,AP 06,70:49:A2:01:D8:D5,ONLINE,15.0
SEDUC,43208410 - EEIEF ANHETENGUA,📡 AP,WAX610D,AP 07,70:49:A2:01:D0:99,ONLINE,15.0
SEDUC,43208410 - EEIEF ANHETENGUA,📡 AP,WAX610D,AP 05,70:49:A2:01:D3:9D,ONLINE,15.0
SEDUC,43208410 - EEIEF ANHETENGUA,🛡️ Firewall,USG FLEX 200,Firewall,F4:4D:5C:A2:1A:7B,ONLINE,15.0
SEDUC,43208410 - EEIEF ANHETENGUA,📡 AP,WAX610D,AP 06,70:49:A2:01:D7:D5,ONLINE,15.0
SEDUC,43208410 - EEIEF ANHETENGUA,🔌 Switch,GS2220-28HP,Switch,FC:22:F4:D7:6F:9B,ONLINE,15.0
SEDUC,43208410 - EEIEF ANHETENGUA,📡 AP,NWA55AXE,AP OUTDOOR,B8:EC:A3:E2:E4:C7,ONLINE,15.0
SEDUC,43208410 - EEIEF ANHETENGUA,📡 AP,WAX610D,AP 01,70:49:A2:01:D7:F1,ONLINE,15.0
SEDUC,43208410 - EEIEF ANHETENGUA,📡 AP,WAX610D,AP 02,70:49:A2:01:D6:29,ONLINE,15.0
SEDUC,43208410 - EEIEF ANHETENGUA,📡 AP,WAX610D,AP 03,70:49:A2:01:D3:39,ONLINE,15.0
SEDUC,43208410 - EEIEF ANHETENGUA,📡 AP,WAX610D,AP 04,70:49:A2:01:D9:C1,ONLINE,15.0
SEDUC,43208428 - EEIEF FAG NHIN,📡 AP,NWA55AXE,AP OUTDOOR,B8:EC:A3:E2:CF:4C,ONLINE,15.0
SEDUC,43208428 - EEIEF FAG NHIN,🛡️ Firewall,USG FLEX 200,Firewall,F4:4D:5C:A2:1B:23,ONLINE,15.0
SEDUC,43208428 - EEIEF FAG NHIN,📡 AP,WAX610D,AP 03,F4:4D:5C:9F:80:B8,ONLINE,15.0
SEDUC,43208428 - EEIEF FAG NHIN,📡 AP,WAX610D,AP 01,F4:4D:5C:9F:7B:90,ONLINE,15.0
SEDUC,43208428 - EEIEF FAG NHIN,📡 AP,WAX610D,AP 02,F4:4D:5C:9F:80:50,ONLINE,15.0
SEDUC,43159958 - EEEF EURICO ALTAIR DA MOTTA,📡 AP,WAX610D,AP 01,F4:4D:5C:9F:83:14,ONLINE,15.0
SEDUC,43159958 - EEEF EURICO ALTAIR DA MOTTA,📡 AP,WAX610D,AP 04,F4:4D:5C:96:EC:4B,ONLINE,15.0
SEDUC,43159958 - EEEF EURICO ALTAIR DA MOTTA,📡 AP,WAX610D,AP 03,F4:4D:5C:9F:83:0C,ONLINE,15.0
SEDUC,43159958 - EEEF EURICO ALTAIR DA MOTTA,📡 AP,NWA55AXE,AP OUTDOOR,D4:3D:F3:FF:37:CF,ONLINE,15.0
SEDUC,43159958 - EEEF EURICO ALTAIR DA MOTTA,📡 AP,WAX610D,AP 02,F4:4D:5C:9F:77:88,ONLINE,15.0
SEDUC,43159958 - EEEF EURICO ALTAIR DA MOTTA,🛡️ Firewall,USG FLEX 200,Firewall,F4:4D:5C:94:74:77,ONLINE,15.0
SEDUC,43159958 - EEEF EURICO ALTAIR DA MOTTA,🔌 Switch,GS2220-28HP,Switch,FC:22:F4:DC:A2:CA,ONLINE,15.0
SEDUC,43130585 - EEEM PROFESSOR CANDIDO DE BARROS,🛡️ Firewall,USG FLEX 200,Firewall,70:49:A2:07:E2:E7,ONLINE,15.0
SEDUC,43130585 - EEEM PROFESSOR CANDIDO DE BARROS,📡 AP,WAX610D,AP 07,70:49:A2:01:D4:4D,ONLINE,15.0
SEDUC,43130585 - EEEM PROFESSOR CANDIDO DE BARROS,📡 AP,WAX610D,AP 05,70:49:A2:01:D9:45,ONLINE,15.0
SEDUC,43130585 - EEEM PROFESSOR CANDIDO DE BARROS,📡 AP,WAX610D,AP 04,70:49:A2:01:D9:E5,ONLINE,15.0
SEDUC,43130585 - EEEM PROFESSOR CANDIDO DE BARROS,📡 AP,WAX610D,AP 01,70:49:A2:01:D9:79,ONLINE,15.0
SEDUC,43130585 - EEEM PROFESSOR CANDIDO DE BARROS,📡 AP,WAX610D,AP 08,70:49:A2:01:D2:D9,ONLINE,15.0
SEDUC,43130585 - EEEM PROFESSOR CANDIDO DE BARROS,📡 AP,NWA55AXE,AP OUTDOOR,D4:3D:F3:FF:38:62,ONLINE,15.0
SEDUC,43130585 - EEEM PROFESSOR CANDIDO DE BARROS,📡 AP,WAX610D,AP 03,70:49:A2:01:D0:19,ONLINE,15.0
SEDUC,43130585 - EEEM PROFESSOR CANDIDO DE BARROS,📡 AP,WAX610D,AP 09,70:49:A2:01:D7:61,ONLINE,15.0
SEDUC,43130585 - EEEM PROFESSOR CANDIDO DE BARROS,📡 AP,WAX610D,AP 06,70:49:A2:01:D8:25,ONLINE,15.0
SEDUC,43130585 - EEEM PROFESSOR CANDIDO DE BARROS,📡 AP,WAX610D,AP 10,70:49:A2:01:D0:45,ONLINE,15.0
SEDUC,43130585 - EEEM PROFESSOR CANDIDO DE BARROS,📡 AP,WAX610D,AP 02,70:49:A2:01:D8:15,ONLINE,15.0
SEDUC,43130585 - EEEM PROFESSOR CANDIDO DE BARROS,🔌 Switch,GS2220-28HP,Switch,FC:22:F4:DC:A8:88,ONLINE,15.0
SEDUC,43002471 - EEIEF KUARAY RESE,🛡️ Firewall,USG FLEX 200,Firewall,F4:4D:5C:A2:22:1C,ONLINE,15.0
SEDUC,43002471 - EEIEF KUARAY RESE,📡 AP,WAX610D,AP 01,70:49:A2:01:D4:E9,ONLINE,15.0
SEDUC,43002471 - EEIEF KUARAY RESE,📡 AP,WAX610D,AP 02,70:49:A2:01:D5:29,ONLINE,15.0
SEDUC,43002471 - EEIEF KUARAY RESE,📡 AP,NWA55AXE,AP OUTDOOR,D4:3D:F3:FF:38:68,ONLINE,15.0
SEDUC,43002471 - EEIEF KUARAY RESE,📡 AP,WAX610D,AP 03,70:49:A2:01:D1:FD,ONLINE,15.0
SEDUC,43008240 - EEIEF ARANDUA,🛡️ Firewall,USG FLEX 200,Firewall,F4:4D:5C:A2:2A:E3,ONLINE,15.0
SEDUC,43008240 - EEIEF ARANDUA,📡 AP,NWA55AXE,AP OUTDOOR,D4:3D:F3:FF:38:6B,ONLINE,15.0
SEDUC,43008259 - EEIEF ARANDU PORA,📡 AP,NWA55AXE,AP OUTDOOR,D4:3D:F3:FF:38:5F,ONLINE,15.0
SEDUC,43008259 - EEIEF ARANDU PORA,🛡️ Firewall,USG FLEX 200,Firewall,70:49:A2:07:DB:E7,ONLINE,15.0
SEDUC,43002633 - EEIEM NHAMANDU NHEMOPUA,📡 AP,WAX610D,AP 05,F4:4D:5C:9F:82:74,ONLINE,15.0
SEDUC,43002633 - EEIEM NHAMANDU NHEMOPUA,📡 AP,WAX610D,AP 10,70:49:A2:01:D2:9D,ONLINE,15.0
SEDUC,43002633 - EEIEM NHAMANDU NHEMOPUA,📡 AP,WAX610D,AP 06,F4:4D:5C:9F:83:48,ONLINE,15.0
SEDUC,43002633 - EEIEM NHAMANDU NHEMOPUA,📡 AP,NWA55AXE,AP OUTDOOR,D4:3D:F3:FF:37:D8,ONLINE,15.0
SEDUC,43002633 - EEIEM NHAMANDU NHEMOPUA,🛡️ Firewall,USG FLEX 200,Firewall,F4:4D:5C:A2:1D:5A,ONLINE,15.0
SEDUC,43002633 - EEIEM NHAMANDU NHEMOPUA,📡 AP,WAX610D,AP 03,F4:4D:5C:9F:82:84,ONLINE,15.0
SEDUC,43002633 - EEIEM NHAMANDU NHEMOPUA,📡 AP,WAX610D,AP 07,F4:4D:5C:9F:82:AC,OFFLINE,0.0
SEDUC,43002633 - EEIEM NHAMANDU NHEMOPUA,📡 AP,WAX610D,AP 02,F4:4D:5C:96:EE:C7,ONLINE,15.0
SEDUC,43002633 - EEIEM NHAMANDU NHEMOPUA,📡 AP,WAX610D,AP 04,F4:4D:5C:9F:7E:98,ONLINE,15.0
SEDUC,43002633 - EEIEM NHAMANDU NHEMOPUA,🔌 Switch,GS2220-28HP,Switch,FC:22:F4:DC:B5:E4,ONLINE,15.0
SEDUC,43218385 - EEIEF KUARAY MIMBI,📡 AP,NWA55AXE,AP OUTDOOR,D4:3D:F3:FF:38:65,ONLINE,15.0
SEDUC,43218385 - EEIEF KUARAY MIMBI,🛡️ Firewall,USG FLEX 200,Firewall,F4:4D:5C:A2:1D:61,ONLINE,15.0
SEDUC,43184910 - EEIEM KARAI NHE E KATU,📡 AP,WAX610D,AP 01,F4:4D:5C:96:ED:27,ONLINE,15.0
SEDUC,43184910 - EEIEM KARAI NHE E KATU,🔌 Switch,GS2220-28HP,Switch,FC:22:F4:DC:B0:80,ONLINE,15.0
SEDUC,43184910 - EEIEM KARAI NHE E KATU,📡 AP,WAX610D,AP 03,F4:4D:5C:96:EC:B7,ONLINE,15.0
SEDUC,43184910 - EEIEM KARAI NHE E KATU,📡 AP,WAX610D,AP 05,70:49:A2:29:1A:63,ONLINE,15.0
SEDUC,43184910 - EEIEM KARAI NHE E KATU,📡 AP,WAX610D,AP 02,F4:4D:5C:96:EB:FF,ONLINE,15.0
SEDUC,43184910 - EEIEM KARAI NHE E KATU,🛡️ Firewall,USG FLEX 200,Firewall,F4:4D:5C:A2:1D:BC,ONLINE,15.0
SEDUC,43184910 - EEIEM KARAI NHE E KATU,📡 AP,NWA55AXE,AP OUTDOOR,D4:3D:F3:FF:35:92,ONLINE,15.0
SEDUC,43069053 - EEEF SANTA TECLA,📡 AP,NWA55AXE,AP OUTDOOR,D4:3D:F3:FF:35:8F,ONLINE,15.0
SEDUC,43069053 - EEEF SANTA TECLA,🛡️ Firewall,USG FLEX 200,Firewall,F4:4D:5C:94:72:63,ONLINE,15.0
SEDUC,43069053 - EEEF SANTA TECLA,📡 AP,WAX610D,AP 06,F4:4D:5C:96:EC:07,ONLINE,15.0
SEDUC,43069053 - EEEF SANTA TECLA,📡 AP,WAX610D,AP 05,F4:4D:5C:96:EE:AF,ONLINE,15.0
SEDUC,43069053 - EEEF SANTA TECLA,📡 AP,WAX610D,AP 04,F4:4D:5C:96:EC:E3,ONLINE,15.0
SEDUC,43069053 - EEEF SANTA TECLA,🔌 Switch,GS2220-28HP,Switch,FC:22:F4:DC:B7:C4,ONLINE,15.0
SEDUC,43069053 - EEEF SANTA TECLA,📡 AP,WAX610D,AP 03,F4:4D:5C:96:E7:C7,ONLINE,15.0
SEDUC,43069053 - EEEF SANTA TECLA,📡 AP,WAX610D,AP 01,F4:4D:5C:96:ED:53,ONLINE,15.0
SEDUC,43069053 - EEEF SANTA TECLA,📡 AP,WAX610D,AP 07,F4:4D:5C:96:EC:23,ONLINE,15.0
SEDUC,43009794 - EEIEF TEKOA GUAPOY,📡 AP,WAX610D,AP 01,70:49:A2:01:D9:8D,ONLINE,15.0
SEDUC,43009794 - EEIEF TEKOA GUAPOY,📡 AP,WAX610D,AP 03,F4:4D:5C:96:EA:2B,ONLINE,15.0
SEDUC,43009794 - EEIEF TEKOA GUAPOY,📡 AP,WAX610D,AP 02,70:49:A2:01:D0:39,ONLINE,15.0
SEDUC,43009794 - EEIEF TEKOA GUAPOY,🛡️ Firewall,USG FLEX 200,Firewall,F4:4D:5C:9B:4D:16,ONLINE,15.0
SEDUC,43009794 - EEIEF TEKOA GUAPOY,📡 AP,NWA55AXE,AP OUTDOOR,D4:3D:F3:FF:36:F1,ONLINE,15.0
SEDUC,43000479 - EEIEF TUPE PAN,🛡️ Firewall,USG FLEX 200,Firewall,F4:4D:5C:A2:21:AC,OFFLINE,0.0
SEDUC,43000479 - EEIEF TUPE PAN,📡 AP,NWA55AXE,AP OUTDOOR,B8:EC:A3:E2:E4:C1,OFFLINE,0.0
SEDUC,43215564 - EEIEF VANHEKY VEI TCHA TEIE,📡 AP,NWA55AXE,AP OUTDOOR,B8:EC:A3:E1:7F:A2,OFFLINE,0.0
SEDUC,43215564 - EEIEF VANHEKY VEI TCHA TEIE,🛡️ Firewall,USG FLEX 200,Firewall,F4:4D:5C:94:70:33,OFFLINE,0.0
SEDUC,43135072 - EEEF OLIMPIO SOARES PINTO,📡 AP,WAX610D,AP 01,70:49:A2:01:D7:D1,ONLINE,15.0
SEDUC,43135072 - EEEF OLIMPIO SOARES PINTO,🛡️ Firewall,USG FLEX 200,Firewall,F4:4D:5C:94:73:CF,ONLINE,15.0
SEDUC,43135072 - EEEF OLIMPIO SOARES PINTO,📡 AP,WAX610D,AP 04,70:49:A2:01:D5:5D,ONLINE,15.0
SEDUC,43135072 - EEEF OLIMPIO SOARES PINTO,🔌 Switch,GS2220-28HP,Switch,FC:22:F4:DC:A3:F6,ONLINE,15.0
SEDUC,43135072 - EEEF OLIMPIO SOARES PINTO,📡 AP,WAX610D,AP 03,70:49:A2:01:CF:D9,ONLINE,15.0
SEDUC,43135072 - EEEF OLIMPIO SOARES PINTO,📡 AP,NWA55AXE,AP OUTDOOR,D4:3D:F3:FF:36:7F,ONLINE,15.0
SEDUC,43135072 - EEEF OLIMPIO SOARES PINTO,📡 AP,WAX610D,AP 02,70:49:A2:01:D1:99,ONLINE,15.0
SEDUC,43135102 - EEEF PROFESSOR SEBASTIAO AMORETTI,📡 AP,NWA55AXE,AP OUTDOOR,D4:3D:F3:FF:36:7C,ONLINE,15.0
SEDUC,43135102 - EEEF PROFESSOR SEBASTIAO AMORETTI,🛡️ Firewall,USG FLEX 200,Firewall,F4:4D:5C:94:72:F6,ONLINE,15.0
SEDUC,43135161 - EEEF PADRE RITTER,📡 AP,WAX610D,AP 03,F4:4D:5C:9F:7D:E4,ONLINE,15.0
SEDUC,43135161 - EEEF PADRE RITTER,📡 AP,NWA55AXE,AP OUTDOOR,D4:3D:F3:FF:35:9E,ONLINE,15.0
SEDUC,43135161 - EEEF PADRE RITTER,📡 AP,WAX610D,AP 04,F4:4D:5C:9F:79:A0,ONLINE,15.0
SEDUC,43135161 - EEEF PADRE RITTER,🛡️ Firewall,USG FLEX 200,Firewall,F4:4D:5C:94:70:4F,ONLINE,15.0
SEDUC,43135161 - EEEF PADRE RITTER,📡 AP,WAX610D,AP 01,70:49:A2:01:D8:B9,ONLINE,15.0
SEDUC,43135161 - EEEF PADRE RITTER,🔌 Switch,GS2220-28HP,Switch,FC:22:F4:DC:A7:20,ONLINE,15.0
SEDUC,43135161 - EEEF PADRE RITTER,📡 AP,WAX610D,AP 02,70:49:A2:01:D0:89,ONLINE,15.0
SEDUC,43002587 - EEIEF YAKA NHENDU,🛡️ Firewall,USG FLEX 200,Firewall,F4:4D:5C:A2:29:23,ONLINE,15.0
SEDUC,43002587 - EEIEF YAKA NHENDU,📡 AP,NWA55AXE,AP OUTDOOR,D4:3D:F3:FF:35:62,ONLINE,15.0
SEDUC,43210147 - EEIEM KARAI ARANDU,🛡️ Firewall,USG FLEX 200,Firewall,F4:4D:5C:A2:22:3F,ONLINE,15.0
SEDUC,43210147 - EEIEM KARAI ARANDU,📡 AP,WAX610D,AP 03,F4:4D:5C:97:4D:DB,ONLINE,15.0
SEDUC,43210147 - EEIEM KARAI ARANDU,📡 AP,WAX610D,AP 01,F4:4D:5C:97:4D:E7,ONLINE,15.0
SEDUC,43210147 - EEIEM KARAI ARANDU,📡 AP,WAX610D,AP 04,F4:4D:5C:96:EE:73,ONLINE,15.0
SEDUC,43210147 - EEIEM KARAI ARANDU,🔌 Switch,GS2220-28HP,Switch,FC:22:F4:DC:A3:24,ONLINE,15.0
SEDUC,43210147 - EEIEM KARAI ARANDU,📡 AP,NWA55AXE,AP OUTDOOR,D4:3D:F3:FF:37:D5,ONLINE,15.0
SEDUC,43210147 - EEIEM KARAI ARANDU,📡 AP,WAX610D,AP 05,F4:4D:5C:92:1A:0B,ONLINE,15.0
SEDUC,43210147 - EEIEM KARAI ARANDU,📡 AP,WAX610D,AP 06,F4:4D:5C:96:EC:5B,ONLINE,15.0
SEDUC,43002625 - EEIEF NIVO,🛡️ Firewall,USG FLEX 200,Firewall,F4:4D:5C:94:72:86,ONLINE,15.0
SEDUC,43002625 - EEIEF NIVO,📡 AP,NWA55AXE,AP OUTDOOR,D4:3D:F3:FF:36:E2,ONLINE,15.0
SEDUC,43112170 - EEIEF ROSALINO CLAUDINO,📡 AP,WAX610D,AP 03,F4:4D:5C:97:52:33,ONLINE,15.0
SEDUC,43112170 - EEIEF ROSALINO CLAUDINO,📡 AP,WAX610D,AP 04,F4:4D:5C:96:EC:BB,ONLINE,15.0
SEDUC,43112170 - EEIEF ROSALINO CLAUDINO,🔌 Switch,GS2220-28HP,Switch,FC:22:F4:DC:A9:78,ONLINE,15.0
SEDUC,43112170 - EEIEF ROSALINO CLAUDINO,📡 AP,NWA55AXE,AP OUTDOOR,D4:3D:F3:FF:35:9B,ONLINE,15.0
SEDUC,43112170 - EEIEF ROSALINO CLAUDINO,🛡️ Firewall,USG FLEX 200,Firewall,F4:4D:5C:9B:4D:01,ONLINE,15.0
SEDUC,43112170 - EEIEF ROSALINO CLAUDINO,📡 AP,WAX610D,AP 02,F4:4D:5C:9F:81:DC,ONLINE,15.0
SEDUC,43112170 - EEIEF ROSALINO CLAUDINO,📡 AP,WAX610D,AP 01,F4:4D:5C:97:4F:BF,ONLINE,15.0
SEDUC,43112072 - EEEM AMERICO DOS SANTOS,📡 AP,WAX610D,AP 07,F4:4D:5C:96:EC:4F,ONLINE,15.0
SEDUC,43112072 - EEEM AMERICO DOS SANTOS,📡 AP,WAX610D,AP 01,F4:4D:5C:97:52:4B,ONLINE,15.0
SEDUC,43112072 - EEEM AMERICO DOS SANTOS,🔌 Switch,GS2220-28HP,Switch,FC:22:F4:C8:3A:36,ONLINE,15.0
SEDUC,43112072 - EEEM AMERICO DOS SANTOS,📡 AP,WAX610D,AP 06,F4:4D:5C:97:4F:F3,ONLINE,15.0
SEDUC,43112072 - EEEM AMERICO DOS SANTOS,📡 AP,WAX610D,AP 04,F4:4D:5C:97:52:4F,ONLINE,15.0
SEDUC,43112072 - EEEM AMERICO DOS SANTOS,📡 AP,WAX610D,AP 03,70:49:A2:29:20:BB,ONLINE,15.0
SEDUC,43112072 - EEEM AMERICO DOS SANTOS,📡 AP,WAX610D,AP 02,F4:4D:5C:97:50:4B,ONLINE,15.0
SEDUC,43112072 - EEEM AMERICO DOS SANTOS,📡 AP,NWA55AXE,AP OUTDOOR,D4:3D:F3:FF:34:F3,ONLINE,15.0
