Projeto,Escola/Site,Tipo,Modelo,Dispositivo,MAC,Status,Mbps
SEDUC CLARO,43059678 - IEE DR RUY PIEGAS SILVEIRA,📦 Equipamento,WBE630S,AP 02,BC:7E:C3:74:16:80,ONLINE,15.0
SEDUC CLARO,43059678 - IEE DR RUY PIEGAS SILVEIRA,📦 Equipamento,WBE630S,AP 09,BC:7E:C3:74:16:90,ONLINE,15.0
SEDUC CLARO,43059678 - IEE DR RUY PIEGAS SILVEIRA,📦 Equipamento,WBE630S,AP 07,BC:7E:C3:74:15:1C,ONLINE,15.0
SEDUC CLARO,43059678 - IEE DR RUY PIEGAS SILVEIRA,📦 Equipamento,WBE630S,AP 03,BC:7E:C3:74:16:74,OFFLINE,0.0
SEDUC CLARO,43059678 - IEE DR RUY PIEGAS SILVEIRA,📦 Equipamento,WBE630S,AP 12,BC:7E:C3:74:02:90,ONLINE,15.0
SEDUC CLARO,43059678 - IEE DR RUY PIEGAS SILVEIRA,🔌 Switch,GS2220-28HP,Switch,FC:22:F4:D7:5C:F9,ONLINE,15.0
SEDUC CLARO,43059678 - IEE DR RUY PIEGAS SILVEIRA,📦 Equipamento,WBE630S,AP 04,BC:7E:C3:74:16:24,ONLINE,15.0
SEDUC CLARO,43059678 - IEE DR RUY PIEGAS SILVEIRA,📦 Equipamento,WBE630S,AP 01,BC:7E:C3:74:16:A8,ONLINE,15.0
SEDUC CLARO,43059678 - IEE DR RUY PIEGAS SILVEIRA,📦 Equipamento,WBE630S,AP 08,BC:7E:C3:74:16:44,ONLINE,15.0
SEDUC CLARO,43059678 - IEE DR RUY PIEGAS SILVEIRA,📡 AP,NWA55AXE,AP Outdoor 13,14:36:0E:FB:E2:59,ONLINE,15.0
SEDUC CLARO,43059678 - IEE DR RUY PIEGAS SILVEIRA,📦 Equipamento,WBE630S,AP 05,BC:7E:C3:74:16:84,ONLINE,15.0
SEDUC CLARO,43059678 - IEE DR RUY PIEGAS SILVEIRA,🛡️ Firewall,USG FLEX 100HP,Firewall,70:49:A2:65:B5:8D,ONLINE,15.0
SEDUC CLARO,43059678 - IEE DR RUY PIEGAS SILVEIRA,📦 Equipamento,WBE630S,AP 10,BC:7E:C3:74:09:C4,ONLINE,15.0
SEDUC CLARO,43059678 - IEE DR RUY PIEGAS SILVEIRA,📦 Equipamento,WBE630S,AP 06,BC:7E:C3:73:FB:D0,ONLINE,15.0
SEDUC CLARO,43019790 - EEEM JOSE GOMES FILHO,📡 AP,NWA55AXE,AP Outdoor 10,6C:4F:89:FB:0E:D5,ONLINE,15.0
SEDUC CLARO,43019790 - EEEM JOSE GOMES FILHO,📦 Equipamento,WBE630S,AP 08,FC:9F:2A:76:5D:4C,ONLINE,15.0
SEDUC CLARO,43019790 - EEEM JOSE GOMES FILHO,📦 Equipamento,WBE630S,AP 03,FC:9F:2A:76:55:D8,ONLINE,15.0
SEDUC CLARO,43019790 - EEEM JOSE GOMES FILHO,📦 Equipamento,WBE630S,AP 06,FC:9F:2A:76:56:94,ONLINE,15.0
SEDUC CLARO,43019790 - EEEM JOSE GOMES FILHO,🔌 Switch,GS2220-28HP,Switch,70:49:A2:06:23:C1,ONLINE,15.0
SEDUC CLARO,43019790 - EEEM JOSE GOMES FILHO,📦 Equipamento,WBE630S,AP 07,FC:9F:2A:76:56:9C,ONLINE,15.0
SEDUC CLARO,43019790 - EEEM JOSE GOMES FILHO,📦 Equipamento,WBE630S,AP 02,FC:9F:2A:76:56:74,ONLINE,15.0
SEDUC CLARO,43019790 - EEEM JOSE GOMES FILHO,📦 Equipamento,WBE630S,AP 09,FC:9F:2A:76:56:7C,ONLINE,15.0
SEDUC CLARO,43019790 - EEEM JOSE GOMES FILHO,📦 Equipamento,WBE630S,AP 04,FC:9F:2A:76:56:8C,ONLINE,15.0
SEDUC CLARO,43019790 - EEEM JOSE GOMES FILHO,🛡️ Firewall,USG FLEX 100HP,Firewall,70:49:A2:65:C1:4D,ONLINE,15.0
SEDUC CLARO,43019790 - EEEM JOSE GOMES FILHO,📦 Equipamento,WBE630S,AP 01,FC:9F:2A:76:56:84,ONLINE,15.0
SEDUC CLARO,43019790 - EEEM JOSE GOMES FILHO,📦 Equipamento,WBE630S,AP 05,FC:9F:2A:76:56:AC,ONLINE,15.0
SEDUC CLARO,43171273 - EEEM ARROIO DO TIGRE,🔌 Switch,GS2220-28HP,Switch,FC:22:F4:BB:36:B2,ONLINE,15.0
SEDUC CLARO,43171273 - EEEM ARROIO DO TIGRE,📦 Equipamento,WBE630S,AP 08,BC:7E:C3:73:FB:E0,ONLINE,15.0
SEDUC CLARO,43171273 - EEEM ARROIO DO TIGRE,📦 Equipamento,WBE630S,AP 07,BC:7E:C3:74:1A:BC,ONLINE,15.0
SEDUC CLARO,43171273 - EEEM ARROIO DO TIGRE,📦 Equipamento,WBE630S,AP 10,BC:7E:C3:73:FB:B8,ONLINE,15.0
SEDUC CLARO,43171273 - EEEM ARROIO DO TIGRE,📦 Equipamento,WBE630S,AP 11,FC:9F:2A:76:44:5C,ONLINE,15.0
SEDUC CLARO,43171273 - EEEM ARROIO DO TIGRE,📦 Equipamento,WBE630S,AP 05,BC:7E:C3:73:FB:EC,ONLINE,15.0
SEDUC CLARO,43171273 - EEEM ARROIO DO TIGRE,📦 Equipamento,WBE630S,AP 03,BC:7E:C3:74:04:88,ONLINE,15.0
SEDUC CLARO,43171273 - EEEM ARROIO DO TIGRE,📦 Equipamento,WBE630S,AP 06,BC:7E:C3:73:FB:FC,ONLINE,15.0
SEDUC CLARO,43171273 - EEEM ARROIO DO TIGRE,📦 Equipamento,WBE630S,AP 02,BC:7E:C3:73:FB:E4,ONLINE,15.0
SEDUC CLARO,43171273 - EEEM ARROIO DO TIGRE,📡 AP,NWA55AXE,AP Outdoor 12,14:36:0E:FB:E2:FB,ONLINE,15.0
SEDUC CLARO,43171273 - EEEM ARROIO DO TIGRE,🛡️ Firewall,USG FLEX 100HP,Firewall,70:49:A2:65:B9:6D,ONLINE,15.0
SEDUC CLARO,43097499 - EEEM PRESIDENTE AFONSO PENA,📡 AP,NWA55AXE,AP Outdoor 07,14:36:0E:FB:E1:81,ONLINE,15.0
SEDUC CLARO,43097499 - EEEM PRESIDENTE AFONSO PENA,🛡️ Firewall,USG FLEX 100HP,Firewall,70:49:A2:65:C5:ED,ONLINE,15.0
SEDUC CLARO,43097499 - EEEM PRESIDENTE AFONSO PENA,📦 Equipamento,WBE630S,AP 05,FC:9F:2A:76:4C:AC,ONLINE,15.0
SEDUC CLARO,43097499 - EEEM PRESIDENTE AFONSO PENA,📦 Equipamento,WBE630S,AP 01,FC:9F:2A:76:49:F8,ONLINE,15.0
SEDUC CLARO,43097499 - EEEM PRESIDENTE AFONSO PENA,📦 Equipamento,WBE630S,AP 04,FC:9F:2A:76:4D:18,ONLINE,15.0
SEDUC CLARO,43097499 - EEEM PRESIDENTE AFONSO PENA,📦 Equipamento,WBE630S,AP 03,FC:9F:2A:76:4C:D0,ONLINE,15.0
SEDUC CLARO,43097499 - EEEM PRESIDENTE AFONSO PENA,🔌 Switch,GS2220-10HP,Switch,70:49:A2:00:6D:AD,ONLINE,15.0
SEDUC CLARO,43097499 - EEEM PRESIDENTE AFONSO PENA,📦 Equipamento,WBE630S,AP 06,FC:9F:2A:76:4C:E4,ONLINE,15.0
SEDUC CLARO,43146066 - IEE RUBEN DARIO,📦 Equipamento,WBE630S,AP 10,BC:7E:C3:74:0C:58,ONLINE,15.0
SEDUC CLARO,43146066 - IEE RUBEN DARIO,📦 Equipamento,WBE630S,AP 18,BC:7E:C3:74:01:D8,ONLINE,15.0
SEDUC CLARO,43146066 - IEE RUBEN DARIO,📦 Equipamento,WBE630S,AP 14,BC:7E:C3:74:02:60,ONLINE,15.0
SEDUC CLARO,43146066 - IEE RUBEN DARIO,📦 Equipamento,WBE630S,AP 07,BC:7E:C3:74:0C:00,ONLINE,15.0
SEDUC CLARO,43146066 - IEE RUBEN DARIO,📦 Equipamento,WBE630S,AP 20,BC:7E:C3:74:01:D0,ONLINE,15.0
SEDUC CLARO,43146066 - IEE RUBEN DARIO,📦 Equipamento,WBE630S,AP 15,BC:7E:C3:74:02:5C,ONLINE,15.0
SEDUC CLARO,43146066 - IEE RUBEN DARIO,📦 Equipamento,WBE630S,AP 16,BC:7E:C3:74:02:74,ONLINE,15.0
SEDUC CLARO,43146066 - IEE RUBEN DARIO,📦 Equipamento,WBE630S,AP 09,BC:7E:C3:74:0C:98,ONLINE,15.0
SEDUC CLARO,43146066 - IEE RUBEN DARIO,📦 Equipamento,WBE630S,AP 04,BC:7E:C3:74:0B:E0,ONLINE,15.0
SEDUC CLARO,43146066 - IEE RUBEN DARIO,📦 Equipamento,WBE630S,AP 06,BC:7E:C3:74:0B:F8,ONLINE,15.0
SEDUC CLARO,43146066 - IEE RUBEN DARIO,📦 Equipamento,WBE630S,AP 05,BC:7E:C3:74:0C:88,ONLINE,15.0
SEDUC CLARO,43146066 - IEE RUBEN DARIO,📦 Equipamento,WBE630S,AP 17,BC:7E:C3:74:02:80,ONLINE,15.0
SEDUC CLARO,43146066 - IEE RUBEN DARIO,📡 AP,NWA55AXE,AP Outdoor 03,F4:4D:5C:FC:6C:F0,ONLINE,15.0
SEDUC CLARO,43146066 - IEE RUBEN DARIO,📦 Equipamento,WBE630S,AP 19,BC:7E:C3:74:02:64,ONLINE,15.0
SEDUC CLARO,43146066 - IEE RUBEN DARIO,📦 Equipamento,WBE630S,AP 11,BC:7E:C3:74:02:54,ONLINE,15.0
SEDUC CLARO,43146066 - IEE RUBEN DARIO,📦 Equipamento,WBE630S,AP 12,BC:7E:C3:74:01:C8,ONLINE,15.0
SEDUC CLARO,43146066 - IEE RUBEN DARIO,🔌 Switch,GS2220-28HP,Switch,70:49:A2:06:62:73,ONLINE,15.0
SEDUC CLARO,43146066 - IEE RUBEN DARIO,📦 Equipamento,WBE630S,AP 08,BC:7E:C3:74:0C:90,ONLINE,15.0
SEDUC CLARO,43146066 - IEE RUBEN DARIO,📡 AP,NWA55AXE,AP Outdoor 02,F4:4D:5C:FC:6D:C8,ONLINE,15.0
SEDUC CLARO,43146066 - IEE RUBEN DARIO,📦 Equipamento,WBE630S,AP 13,BC:7E:C3:74:01:D4,ONLINE,15.0
SEDUC CLARO,43146066 - IEE RUBEN DARIO,📦 Equipamento,WBE630S,AP 01,BC:7E:C3:74:0B:E8,ONLINE,15.0
SEDUC CLARO,43171362 - EEEM DR LUIZ MARIA FERRAZ,📦 Equipamento,WBE630S,AP 02,FC:9F:2A:76:56:C4,ONLINE,15.0
SEDUC CLARO,43171362 - EEEM DR LUIZ MARIA FERRAZ,📦 Equipamento,WBE630S,AP 10,FC:9F:2A:76:46:98,ONLINE,15.0
SEDUC CLARO,43171362 - EEEM DR LUIZ MARIA FERRAZ,🔌 Switch,GS2220-10HP,Switch,70:49:A2:00:65:F1,ONLINE,15.0
SEDUC CLARO,43171362 - EEEM DR LUIZ MARIA FERRAZ,📦 Equipamento,WBE630S,AP 11,FC:9F:2A:76:55:3C,ONLINE,15.0
SEDUC CLARO,43171362 - EEEM DR LUIZ MARIA FERRAZ,📡 AP,NWA55AXE,AP Outdoor 17,14:36:0E:FB:E2:D1,ONLINE,15.0
SEDUC CLARO,43171362 - EEEM DR LUIZ MARIA FERRAZ,📦 Equipamento,WBE630S,AP 06,FC:9F:2A:76:56:D4,ONLINE,15.0
SEDUC CLARO,43171362 - EEEM DR LUIZ MARIA FERRAZ,📦 Equipamento,WBE630S,AP 09,FC:9F:2A:76:47:30,ONLINE,15.0
SEDUC CLARO,43171362 - EEEM DR LUIZ MARIA FERRAZ,📦 Equipamento,WBE630S,AP 01,FC:9F:2A:76:56:B4,ONLINE,15.0
SEDUC CLARO,43171362 - EEEM DR LUIZ MARIA FERRAZ,📦 Equipamento,WBE630S,AP 16,FC:9F:2A:76:42:64,ONLINE,15.0
SEDUC CLARO,43171362 - EEEM DR LUIZ MARIA FERRAZ,📡 AP,NWA55AXE,AP Outdoor 18,14:36:0E:FB:E3:0D,ONLINE,15.0
SEDUC CLARO,43171362 - EEEM DR LUIZ MARIA FERRAZ,📦 Equipamento,WBE630S,AP 14,FC:9F:2A:76:40:5C,ONLINE,15.0
SEDUC CLARO,43171362 - EEEM DR LUIZ MARIA FERRAZ,📦 Equipamento,WBE630S,AP 05,FC:9F:2A:76:55:5C,ONLINE,15.0
SEDUC CLARO,43171362 - EEEM DR LUIZ MARIA FERRAZ,📦 Equipamento,WBE630S,AP 15,FC:9F:2A:76:40:6C,ONLINE,15.0
SEDUC CLARO,43171362 - EEEM DR LUIZ MARIA FERRAZ,🛡️ Firewall,USG FLEX 100HP,Firewall,70:49:A2:65:BC:15,ONLINE,15.0
SEDUC CLARO,43171362 - EEEM DR LUIZ MARIA FERRAZ,🔌 Switch,GS2220-28HP,Switch,70:49:A2:06:5B:11,ONLINE,15.0
SEDUC CLARO,43171362 - EEEM DR LUIZ MARIA FERRAZ,📦 Equipamento,WBE630S,AP 03,FC:9F:2A:76:55:D0,ONLINE,15.0
SEDUC CLARO,43171362 - EEEM DR LUIZ MARIA FERRAZ,📦 Equipamento,WBE630S,AP 08,FC:9F:2A:76:55:F0,ONLINE,15.0
SEDUC CLARO,43171362 - EEEM DR LUIZ MARIA FERRAZ,📦 Equipamento,WBE630S,AP 12,FC:9F:2A:76:4C:04,ONLINE,15.0
SEDUC CLARO,43171362 - EEEM DR LUIZ MARIA FERRAZ,📦 Equipamento,WBE630S,AP 07,FC:9F:2A:76:47:28,ONLINE,15.0
SEDUC CLARO,43171362 - EEEM DR LUIZ MARIA FERRAZ,📦 Equipamento,WBE630S,AP 13,FC:9F:2A:76:57:90,ONLINE,15.0
SEDUC CLARO,43162908 - EEEM PROFESSORA LILIA GUIMARAES,📦 Equipamento,WBE630S,AP 06,FC:9F:2A:76:5D:E0,ONLINE,15.0
SEDUC CLARO,43162908 - EEEM PROFESSORA LILIA GUIMARAES,📡 AP,NWA55AXE,AP Outdoor 01,14:36:0E:FB:D5:D2,ONLINE,15.0
SEDUC CLARO,43162908 - EEEM PROFESSORA LILIA GUIMARAES,📦 Equipamento,WBE630S,AP 02,FC:9F:2A:76:5D:7C,ONLINE,15.0
SEDUC CLARO,43162908 - EEEM PROFESSORA LILIA GUIMARAES,📦 Equipamento,WBE630S,AP 03,FC:9F:2A:76:5D:64,ONLINE,15.0
SEDUC CLARO,43162908 - EEEM PROFESSORA LILIA GUIMARAES,📦 Equipamento,WBE630S,AP 11,FC:9F:2A:76:5D:84,ONLINE,15.0
SEDUC CLARO,43162908 - EEEM PROFESSORA LILIA GUIMARAES,📦 Equipamento,WBE630S,AP 09,FC:9F:2A:76:5E:00,ONLINE,15.0
SEDUC CLARO,43162908 - EEEM PROFESSORA LILIA GUIMARAES,📦 Equipamento,WBE630S,AP 10,FC:9F:2A:76:5D:D8,ONLINE,15.0
SEDUC CLARO,43162908 - EEEM PROFESSORA LILIA GUIMARAES,🛡️ Firewall,USG FLEX 100HP,Firewall,70:49:A2:65:C3:35,ONLINE,15.0
SEDUC CLARO,43162908 - EEEM PROFESSORA LILIA GUIMARAES,📦 Equipamento,WBE630S,AP 05,FC:9F:2A:76:5D:9C,ONLINE,15.0
SEDUC CLARO,43162908 - EEEM PROFESSORA LILIA GUIMARAES,📦 Equipamento,WBE630S,AP 08,FC:9F:2A:76:5D:6C,ONLINE,15.0
SEDUC CLARO,43157114 - CE DOZE DE MAIO,📦 Equipamento,WBE630S,AP 01,BC:7E:C3:73:FE:68,ONLINE,15.0
SEDUC CLARO,43157114 - CE DOZE DE MAIO,📦 Equipamento,WBE630S,AP 05,BC:7E:C3:73:FE:1C,ONLINE,15.0
SEDUC CLARO,43157114 - CE DOZE DE MAIO,📦 Equipamento,WBE630S,AP 07,BC:7E:C3:73:FE:54,ONLINE,15.0
SEDUC CLARO,43157114 - CE DOZE DE MAIO,📦 Equipamento,WBE630S,AP 02,BC:7E:C3:73:FE:24,ONLINE,15.0
SEDUC CLARO,43157114 - CE DOZE DE MAIO,📦 Equipamento,WBE630S,AP 08,BC:7E:C3:73:FE:3C,ONLINE,15.0
SEDUC CLARO,43157114 - CE DOZE DE MAIO,📦 Equipamento,WBE630S,AP 04,BC:7E:C3:73:FE:14,ONLINE,15.0
SEDUC CLARO,43157114 - CE DOZE DE MAIO,📦 Equipamento,WBE630S,AP 11,BC:7E:C3:73:FE:44,ONLINE,15.0
SEDUC CLARO,43157114 - CE DOZE DE MAIO,📦 Equipamento,WBE630S,AP 10,BC:7E:C3:73:FE:2C,ONLINE,15.0
SEDUC CLARO,43157114 - CE DOZE DE MAIO,📦 Equipamento,WBE630S,AP 06,BC:7E:C3:73:FE:4C,ONLINE,15.0
SEDUC CLARO,43157114 - CE DOZE DE MAIO,🛡️ Firewall,USG FLEX 100HP,Firewall,70:49:A2:65:C2:CD,ONLINE,15.0
SEDUC CLARO,43157114 - CE DOZE DE MAIO,🔌 Switch,GS2220-28HP,Switch,70:49:A2:06:43:47,ONLINE,15.0
SEDUC CLARO,43157114 - CE DOZE DE MAIO,📦 Equipamento,WBE630S,AP 03,BC:7E:C3:73:FE:5C,ONLINE,15.0
SEDUC CLARO,43157114 - CE DOZE DE MAIO,📡 AP,NWA55AXE,AP Outdoor 09,14:36:0E:FB:D7:01,ONLINE,15.0
SEDUC CLARO,43162479 - IEE ELISA FERRARI VALLS,🔌 Switch,GS2220-10HP,Switch,70:49:A2:00:70:59,ONLINE,15.0
SEDUC CLARO,43162479 - IEE ELISA FERRARI VALLS,📦 Equipamento,WBE630S,AP 07,BC:7E:C3:74:12:EC,ONLINE,15.0
SEDUC CLARO,43162479 - IEE ELISA FERRARI VALLS,📦 Equipamento,WBE630S,AP 20,BC:7E:C3:74:0F:C8,ONLINE,15.0
SEDUC CLARO,43162479 - IEE ELISA FERRARI VALLS,📦 Equipamento,WBE630S,AP 12,BC:7E:C3:74:0F:50,ONLINE,15.0
SEDUC CLARO,43162479 - IEE ELISA FERRARI VALLS,📦 Equipamento,WBE630S,AP 19,BC:7E:C3:74:13:D8,ONLINE,15.0
SEDUC CLARO,43162479 - IEE ELISA FERRARI VALLS,📦 Equipamento,WBE630S,AP 13,BC:7E:C3:74:0F:E0,OFFLINE,0.0
SEDUC CLARO,43162479 - IEE ELISA FERRARI VALLS,📦 Equipamento,WBE630S,AP 15,BC:7E:C3:74:0F:30,ONLINE,15.0
SEDUC CLARO,43162479 - IEE ELISA FERRARI VALLS,📦 Equipamento,WBE630S,AP 05,BC:7E:C3:74:18:54,ONLINE,15.0
SEDUC CLARO,43162479 - IEE ELISA FERRARI VALLS,🛡️ Firewall,USG FLEX 100HP,Firewall,70:49:A2:65:C3:A5,ONLINE,15.0
SEDUC CLARO,43162479 - IEE ELISA FERRARI VALLS,📦 Equipamento,WBE630S,AP 17,BC:7E:C3:74:0F:20,ONLINE,15.0
SEDUC CLARO,43162479 - IEE ELISA FERRARI VALLS,📦 Equipamento,WBE630S,AP 16,BC:7E:C3:74:14:C8,ONLINE,15.0
SEDUC CLARO,43162479 - IEE ELISA FERRARI VALLS,📦 Equipamento,WBE630S,AP 04,BC:7E:C3:74:12:48,ONLINE,15.0
SEDUC CLARO,43162479 - IEE ELISA FERRARI VALLS,📦 Equipamento,WBE630S,AP 02,BC:7E:C3:74:12:DC,ONLINE,15.0
SEDUC CLARO,43162479 - IEE ELISA FERRARI VALLS,📡 AP,NWA55AXE,AP  Outdoor 18,F4:4D:5C:FC:6D:D1,ONLINE,15.0
SEDUC CLARO,43162479 - IEE ELISA FERRARI VALLS,📦 Equipamento,WBE630S,AP 10,BC:7E:C3:74:0F:28,OFFLINE,0.0
SEDUC CLARO,43162479 - IEE ELISA FERRARI VALLS,🔌 Switch,GS2220-28HP,Switch,70:49:A2:06:62:91,ONLINE,15.0
SEDUC CLARO,43162479 - IEE ELISA FERRARI VALLS,📦 Equipamento,WBE630S,AP 08,BC:7E:C3:74:12:CC,ONLINE,15.0
SEDUC CLARO,43162479 - IEE ELISA FERRARI VALLS,📦 Equipamento,WBE630S,AP 06,BC:7E:C3:74:12:40,ONLINE,15.0
SEDUC CLARO,43162479 - IEE ELISA FERRARI VALLS,📦 Equipamento,WBE630S,AP 14,BC:7E:C3:74:0F:48,ONLINE,15.0
SEDUC CLARO,43162479 - IEE ELISA FERRARI VALLS,📦 Equipamento,WBE630S,AP 11,BC:7E:C3:74:0F:D8,ONLINE,15.0
SEDUC CLARO,43162479 - IEE ELISA FERRARI VALLS,📡 AP,NWA55AXE,AP Outdoor 01,F4:4D:5C:FC:6D:CB,ONLINE,15.0
SEDUC CLARO,43015093 - EEEM IRMAO IRINEU,📦 Equipamento,WBE630S,AP 02,BC:7E:C3:22:2D:50,ONLINE,15.0
SEDUC CLARO,43015093 - EEEM IRMAO IRINEU,📦 Equipamento,WBE630S,AP 09,BC:7E:C3:74:13:94,ONLINE,15.0
SEDUC CLARO,43015093 - EEEM IRMAO IRINEU,📦 Equipamento,WBE630S,AP 12,BC:7E:C3:22:42:34,ONLINE,15.0
SEDUC CLARO,43015093 - EEEM IRMAO IRINEU,📦 Equipamento,WBE630S,AP 01,BC:7E:C3:22:2D:68,ONLINE,15.0
SEDUC CLARO,43015093 - EEEM IRMAO IRINEU,📦 Equipamento,WBE630S,AP 08,BC:7E:C3:22:39:E0,ONLINE,15.0
SEDUC CLARO,43015093 - EEEM IRMAO IRINEU,🛡️ Firewall,USG FLEX 100HP,Firewall,70:49:A2:3E:52:56,ONLINE,15.0
SEDUC CLARO,43015093 - EEEM IRMAO IRINEU,📡 AP,NWA55AXE,AP Outdoor 16,F4:4D:5C:FB:A3:E4,ONLINE,15.0
SEDUC CLARO,43015093 - EEEM IRMAO IRINEU,📦 Equipamento,WBE630S,AP 11,BC:7E:C3:74:12:8C,ONLINE,15.0
SEDUC CLARO,43015093 - EEEM IRMAO IRINEU,📦 Equipamento,WBE630S,AP 04,BC:7E:C3:22:39:C8,ONLINE,15.0
SEDUC CLARO,43015093 - EEEM IRMAO IRINEU,📦 Equipamento,WBE630S,AP 15,BC:7E:C3:22:42:5C,ONLINE,15.0
SEDUC CLARO,43015093 - EEEM IRMAO IRINEU,📦 Equipamento,WBE630S,AP 14,BC:7E:C3:22:3A:78,ONLINE,15.0
SEDUC CLARO,43015093 - EEEM IRMAO IRINEU,📦 Equipamento,WBE630S,AP 05,BC:7E:C3:22:3A:18,ONLINE,15.0
SEDUC CLARO,43015093 - EEEM IRMAO IRINEU,📦 Equipamento,WBE630S,AP 13,BC:7E:C3:22:2C:7C,ONLINE,15.0
SEDUC CLARO,43015093 - EEEM IRMAO IRINEU,📦 Equipamento,WBE630S,AP 03,BC:7E:C3:22:39:D0,OFFLINE,0.0
SEDUC CLARO,43015093 - EEEM IRMAO IRINEU,📦 Equipamento,WBE630S,AP 06,BC:7E:C3:22:39:FC,ONLINE,15.0
SEDUC CLARO,43015093 - EEEM IRMAO IRINEU,📦 Equipamento,WBE630S,AP 07,BC:7E:C3:22:39:F0,OFFLINE,0.0
SEDUC CLARO,43146376 - CE GUIANUBA,📦 Equipamento,WBE630S,AP 15,FC:9F:2A:76:45:0C,ONLINE,15.0
SEDUC CLARO,43146376 - CE GUIANUBA,📦 Equipamento,WBE630S,AP 08,FC:9F:2A:76:48:B4,ONLINE,15.0
SEDUC CLARO,43146376 - CE GUIANUBA,📦 Equipamento,WBE630S,AP 03,FC:9F:2A:76:5E:D8,ONLINE,15.0
SEDUC CLARO,43146376 - CE GUIANUBA,📦 Equipamento,WBE630S,AP 14,FC:9F:2A:76:48:AC,ONLINE,15.0
SEDUC CLARO,43146376 - CE GUIANUBA,📦 Equipamento,WBE630S,AP 06,FC:9F:2A:76:45:18,ONLINE,15.0
SEDUC CLARO,43146376 - CE GUIANUBA,📦 Equipamento,WBE630S,AP 12,FC:9F:2A:76:45:14,OFFLINE,0.0
SEDUC CLARO,43146376 - CE GUIANUBA,📦 Equipamento,WBE630S,AP 13,FC:9F:2A:76:48:98,ONLINE,15.0
SEDUC CLARO,43146376 - CE GUIANUBA,🛡️ Firewall,USG FLEX 100HP,Firewall,70:49:A2:3E:4E:76,ONLINE,15.0
SEDUC CLARO,43146376 - CE GUIANUBA,🔌 Switch,GS2220-28HP,Switch,70:49:A2:06:63:45,ONLINE,15.0
SEDUC CLARO,43146376 - CE GUIANUBA,📡 AP,NWA55AXE,AP Outdoor 01,14:36:0E:FB:D7:5B,ONLINE,15.0
SEDUC CLARO,43146376 - CE GUIANUBA,📦 Equipamento,WBE630S,AP 07,FC:9F:2A:76:48:D4,ONLINE,15.0
SEDUC CLARO,43146376 - CE GUIANUBA,📦 Equipamento,WBE630S,AP 04,FC:9F:2A:76:5E:84,ONLINE,15.0
SEDUC CLARO,43146376 - CE GUIANUBA,📦 Equipamento,WBE630S,AP 10,FC:9F:2A:76:44:E0,OFFLINE,0.0
SEDUC CLARO,43146376 - CE GUIANUBA,📦 Equipamento,WBE630S,AP 11,FC:9F:2A:76:48:C4,OFFLINE,0.0
SEDUC CLARO,43146376 - CE GUIANUBA,📦 Equipamento,WBE630S,AP 02,FC:9F:2A:76:5E:74,ONLINE,15.0
SEDUC CLARO,43146376 - CE GUIANUBA,📦 Equipamento,WBE630S,AP 05,FC:9F:2A:76:5E:D4,ONLINE,15.0
SEDUC CLARO,43019153 - CE WALDEMAR AMORETTY MACHADO,🛡️ Firewall,USG FLEX 100HP,Firewall,70:49:A2:65:BE:ED,ONLINE,15.0
SEDUC CLARO,43019153 - CE WALDEMAR AMORETTY MACHADO,📦 Equipamento,WBE630S,AP 04,FC:9F:2A:76:40:90,ONLINE,15.0
SEDUC CLARO,43019153 - CE WALDEMAR AMORETTY MACHADO,📦 Equipamento,WBE630S,AP 09,FC:9F:2A:76:46:8C,ONLINE,15.0
SEDUC CLARO,43019153 - CE WALDEMAR AMORETTY MACHADO,📦 Equipamento,WBE630S,AP 06,FC:9F:2A:76:41:6C,ONLINE,15.0
SEDUC CLARO,43019153 - CE WALDEMAR AMORETTY MACHADO,📦 Equipamento,WBE630S,AP 07,FC:9F:2A:76:41:54,ONLINE,15.0
SEDUC CLARO,43019153 - CE WALDEMAR AMORETTY MACHADO,📦 Equipamento,WBE630S,AP 05,FC:9F:2A:76:42:C4,ONLINE,15.0
SEDUC CLARO,43019153 - CE WALDEMAR AMORETTY MACHADO,📦 Equipamento,WBE630S,AP 08,FC:9F:2A:76:42:CC,ONLINE,15.0
SEDUC CLARO,43019153 - CE WALDEMAR AMORETTY MACHADO,📦 Equipamento,WBE630S,AP 03,FC:9F:2A:76:42:D4,ONLINE,15.0
SEDUC CLARO,43019153 - CE WALDEMAR AMORETTY MACHADO,🔌 Switch,GS2220-28HP,Switch,70:49:A2:06:2F:01,ONLINE,15.0
SEDUC CLARO,43019153 - CE WALDEMAR AMORETTY MACHADO,📡 AP,NWA55AXE,AP Outdoor 11,14:36:0E:FB:D8:06,ONLINE,15.0
SEDUC CLARO,43019153 - CE WALDEMAR AMORETTY MACHADO,📦 Equipamento,WBE630S,AP 10,FC:9F:2A:76:42:24,ONLINE,15.0
SEDUC CLARO,43019153 - CE WALDEMAR AMORETTY MACHADO,📦 Equipamento,WBE630S,AP 01,FC:9F:2A:76:43:B4,ONLINE,15.0
SEDUC CLARO,43019153 - CE WALDEMAR AMORETTY MACHADO,📦 Equipamento,WBE630S,AP 02,FC:9F:2A:76:41:B0,ONLINE,15.0
SEDUC CLARO,43148182 - EEEB PADRE AFFONSO DIEHL,📦 Equipamento,WBE630S,AP 05,BC:7E:C3:74:01:08,OFFLINE,0.0
